areaCode,areaName,areaType,date,newDeaths28DaysByDeathDate
K02000001,United Kingdom,overview,2020-10-23,224
K02000001,United Kingdom,overview,2020-10-22,236
K02000001,United Kingdom,overview,2020-10-21,221
K02000001,United Kingdom,overview,2020-10-20,200
K02000001,United Kingdom,overview,2020-10-19,192
K02000001,United Kingdom,overview,2020-10-18,161
K02000001,United Kingdom,overview,2020-10-17,179
K02000001,United Kingdom,overview,2020-10-16,150
K02000001,United Kingdom,overview,2020-10-15,151
K02000001,United Kingdom,overview,2020-10-14,117
K02000001,United Kingdom,overview,2020-10-13,111
K02000001,United Kingdom,overview,2020-10-12,114
K02000001,United Kingdom,overview,2020-10-11,125
K02000001,United Kingdom,overview,2020-10-10,104
K02000001,United Kingdom,overview,2020-10-09,80
K02000001,United Kingdom,overview,2020-10-08,95
K02000001,United Kingdom,overview,2020-10-07,102
K02000001,United Kingdom,overview,2020-10-06,71
K02000001,United Kingdom,overview,2020-10-05,72
K02000001,United Kingdom,overview,2020-10-04,60
K02000001,United Kingdom,overview,2020-10-03,67
K02000001,United Kingdom,overview,2020-10-02,70
K02000001,United Kingdom,overview,2020-10-01,67
K02000001,United Kingdom,overview,2020-09-30,57
K02000001,United Kingdom,overview,2020-09-29,48
K02000001,United Kingdom,overview,2020-09-28,54
K02000001,United Kingdom,overview,2020-09-27,49
K02000001,United Kingdom,overview,2020-09-26,39
K02000001,United Kingdom,overview,2020-09-25,33
K02000001,United Kingdom,overview,2020-09-24,35
K02000001,United Kingdom,overview,2020-09-23,58
K02000001,United Kingdom,overview,2020-09-22,40
K02000001,United Kingdom,overview,2020-09-21,27
K02000001,United Kingdom,overview,2020-09-20,32
K02000001,United Kingdom,overview,2020-09-19,20
K02000001,United Kingdom,overview,2020-09-18,24
K02000001,United Kingdom,overview,2020-09-17,28
K02000001,United Kingdom,overview,2020-09-16,27
K02000001,United Kingdom,overview,2020-09-15,18
K02000001,United Kingdom,overview,2020-09-14,21
K02000001,United Kingdom,overview,2020-09-13,17
K02000001,United Kingdom,overview,2020-09-12,18
K02000001,United Kingdom,overview,2020-09-11,13
K02000001,United Kingdom,overview,2020-09-10,13
K02000001,United Kingdom,overview,2020-09-09,10
K02000001,United Kingdom,overview,2020-09-08,10
K02000001,United Kingdom,overview,2020-09-07,15
K02000001,United Kingdom,overview,2020-09-06,9
K02000001,United Kingdom,overview,2020-09-05,13
K02000001,United Kingdom,overview,2020-09-04,9
K02000001,United Kingdom,overview,2020-09-03,10
K02000001,United Kingdom,overview,2020-09-02,10
K02000001,United Kingdom,overview,2020-09-01,5
K02000001,United Kingdom,overview,2020-08-31,10
K02000001,United Kingdom,overview,2020-08-30,6
K02000001,United Kingdom,overview,2020-08-29,5
K02000001,United Kingdom,overview,2020-08-28,11
K02000001,United Kingdom,overview,2020-08-27,9
K02000001,United Kingdom,overview,2020-08-26,11
K02000001,United Kingdom,overview,2020-08-25,12
K02000001,United Kingdom,overview,2020-08-24,6
K02000001,United Kingdom,overview,2020-08-23,16
K02000001,United Kingdom,overview,2020-08-22,9
K02000001,United Kingdom,overview,2020-08-21,7
K02000001,United Kingdom,overview,2020-08-20,8
K02000001,United Kingdom,overview,2020-08-19,4
K02000001,United Kingdom,overview,2020-08-18,9
K02000001,United Kingdom,overview,2020-08-17,12
K02000001,United Kingdom,overview,2020-08-16,4
K02000001,United Kingdom,overview,2020-08-15,12
K02000001,United Kingdom,overview,2020-08-14,7
K02000001,United Kingdom,overview,2020-08-13,9
K02000001,United Kingdom,overview,2020-08-12,7
K02000001,United Kingdom,overview,2020-08-11,10
K02000001,United Kingdom,overview,2020-08-10,13
K02000001,United Kingdom,overview,2020-08-09,9
K02000001,United Kingdom,overview,2020-08-08,14
K02000001,United Kingdom,overview,2020-08-07,13
K02000001,United Kingdom,overview,2020-08-06,9
K02000001,United Kingdom,overview,2020-08-05,6
K02000001,United Kingdom,overview,2020-08-04,14
K02000001,United Kingdom,overview,2020-08-03,16
K02000001,United Kingdom,overview,2020-08-02,10
K02000001,United Kingdom,overview,2020-08-01,11
K02000001,United Kingdom,overview,2020-07-31,14
K02000001,United Kingdom,overview,2020-07-30,10
K02000001,United Kingdom,overview,2020-07-29,12
K02000001,United Kingdom,overview,2020-07-28,12
K02000001,United Kingdom,overview,2020-07-27,12
K02000001,United Kingdom,overview,2020-07-26,17
K02000001,United Kingdom,overview,2020-07-25,17
K02000001,United Kingdom,overview,2020-07-24,7
K02000001,United Kingdom,overview,2020-07-23,16
K02000001,United Kingdom,overview,2020-07-22,18
K02000001,United Kingdom,overview,2020-07-21,20
K02000001,United Kingdom,overview,2020-07-20,12
K02000001,United Kingdom,overview,2020-07-19,14
K02000001,United Kingdom,overview,2020-07-18,14
K02000001,United Kingdom,overview,2020-07-17,18
K02000001,United Kingdom,overview,2020-07-16,13
K02000001,United Kingdom,overview,2020-07-15,20
K02000001,United Kingdom,overview,2020-07-14,21
K02000001,United Kingdom,overview,2020-07-13,25
K02000001,United Kingdom,overview,2020-07-12,14
K02000001,United Kingdom,overview,2020-07-11,21
K02000001,United Kingdom,overview,2020-07-10,22
K02000001,United Kingdom,overview,2020-07-09,37
K02000001,United Kingdom,overview,2020-07-08,24
K02000001,United Kingdom,overview,2020-07-07,27
K02000001,United Kingdom,overview,2020-07-06,36
K02000001,United Kingdom,overview,2020-07-05,27
K02000001,United Kingdom,overview,2020-07-04,33
K02000001,United Kingdom,overview,2020-07-03,29
K02000001,United Kingdom,overview,2020-07-02,43
K02000001,United Kingdom,overview,2020-07-01,26
K02000001,United Kingdom,overview,2020-06-30,47
K02000001,United Kingdom,overview,2020-06-29,39
K02000001,United Kingdom,overview,2020-06-28,45
K02000001,United Kingdom,overview,2020-06-27,50
K02000001,United Kingdom,overview,2020-06-26,42
K02000001,United Kingdom,overview,2020-06-25,68
K02000001,United Kingdom,overview,2020-06-24,74
K02000001,United Kingdom,overview,2020-06-23,65
K02000001,United Kingdom,overview,2020-06-22,64
K02000001,United Kingdom,overview,2020-06-21,54
K02000001,United Kingdom,overview,2020-06-20,60
K02000001,United Kingdom,overview,2020-06-19,52
K02000001,United Kingdom,overview,2020-06-18,61
K02000001,United Kingdom,overview,2020-06-17,59
K02000001,United Kingdom,overview,2020-06-16,84
K02000001,United Kingdom,overview,2020-06-15,72
K02000001,United Kingdom,overview,2020-06-14,86
K02000001,United Kingdom,overview,2020-06-13,63
K02000001,United Kingdom,overview,2020-06-12,80
K02000001,United Kingdom,overview,2020-06-11,81
K02000001,United Kingdom,overview,2020-06-10,109
K02000001,United Kingdom,overview,2020-06-09,90
K02000001,United Kingdom,overview,2020-06-08,125
K02000001,United Kingdom,overview,2020-06-07,128
K02000001,United Kingdom,overview,2020-06-06,111
K02000001,United Kingdom,overview,2020-06-05,123
K02000001,United Kingdom,overview,2020-06-04,134
K02000001,United Kingdom,overview,2020-06-03,155
K02000001,United Kingdom,overview,2020-06-02,168
K02000001,United Kingdom,overview,2020-06-01,134
K02000001,United Kingdom,overview,2020-05-31,127
K02000001,United Kingdom,overview,2020-05-30,163
K02000001,United Kingdom,overview,2020-05-29,186
K02000001,United Kingdom,overview,2020-05-28,217
K02000001,United Kingdom,overview,2020-05-27,198
K02000001,United Kingdom,overview,2020-05-26,214
K02000001,United Kingdom,overview,2020-05-25,200
K02000001,United Kingdom,overview,2020-05-24,197
K02000001,United Kingdom,overview,2020-05-23,220
K02000001,United Kingdom,overview,2020-05-22,223
K02000001,United Kingdom,overview,2020-05-21,238
K02000001,United Kingdom,overview,2020-05-20,268
K02000001,United Kingdom,overview,2020-05-19,276
K02000001,United Kingdom,overview,2020-05-18,293
K02000001,United Kingdom,overview,2020-05-17,267
K02000001,United Kingdom,overview,2020-05-16,314
K02000001,United Kingdom,overview,2020-05-15,314
K02000001,United Kingdom,overview,2020-05-14,334
K02000001,United Kingdom,overview,2020-05-13,317
K02000001,United Kingdom,overview,2020-05-12,321
K02000001,United Kingdom,overview,2020-05-11,309
K02000001,United Kingdom,overview,2020-05-10,348
K02000001,United Kingdom,overview,2020-05-09,379
K02000001,United Kingdom,overview,2020-05-08,384
K02000001,United Kingdom,overview,2020-05-07,461
K02000001,United Kingdom,overview,2020-05-06,460
K02000001,United Kingdom,overview,2020-05-05,465
K02000001,United Kingdom,overview,2020-05-04,484
K02000001,United Kingdom,overview,2020-05-03,450
K02000001,United Kingdom,overview,2020-05-02,494
K02000001,United Kingdom,overview,2020-05-01,568
K02000001,United Kingdom,overview,2020-04-30,551
K02000001,United Kingdom,overview,2020-04-29,573
K02000001,United Kingdom,overview,2020-04-28,559
K02000001,United Kingdom,overview,2020-04-27,595
K02000001,United Kingdom,overview,2020-04-26,633
K02000001,United Kingdom,overview,2020-04-25,647
K02000001,United Kingdom,overview,2020-04-24,683
K02000001,United Kingdom,overview,2020-04-23,678
K02000001,United Kingdom,overview,2020-04-22,731
K02000001,United Kingdom,overview,2020-04-21,745
K02000001,United Kingdom,overview,2020-04-20,783
K02000001,United Kingdom,overview,2020-04-19,771
K02000001,United Kingdom,overview,2020-04-18,800
K02000001,United Kingdom,overview,2020-04-17,819
K02000001,United Kingdom,overview,2020-04-16,843
K02000001,United Kingdom,overview,2020-04-15,878
K02000001,United Kingdom,overview,2020-04-14,859
K02000001,United Kingdom,overview,2020-04-13,896
K02000001,United Kingdom,overview,2020-04-12,958
K02000001,United Kingdom,overview,2020-04-11,956
K02000001,United Kingdom,overview,2020-04-10,944
K02000001,United Kingdom,overview,2020-04-09,1003
K02000001,United Kingdom,overview,2020-04-08,1077
K02000001,United Kingdom,overview,2020-04-07,998
K02000001,United Kingdom,overview,2020-04-06,895
K02000001,United Kingdom,overview,2020-04-05,917
K02000001,United Kingdom,overview,2020-04-04,907
K02000001,United Kingdom,overview,2020-04-03,840
K02000001,United Kingdom,overview,2020-04-02,806
K02000001,United Kingdom,overview,2020-04-01,769
K02000001,United Kingdom,overview,2020-03-31,662
K02000001,United Kingdom,overview,2020-03-30,590
K02000001,United Kingdom,overview,2020-03-29,506
K02000001,United Kingdom,overview,2020-03-28,436
K02000001,United Kingdom,overview,2020-03-27,398
K02000001,United Kingdom,overview,2020-03-26,363
K02000001,United Kingdom,overview,2020-03-25,303
K02000001,United Kingdom,overview,2020-03-24,237
K02000001,United Kingdom,overview,2020-03-23,186
K02000001,United Kingdom,overview,2020-03-22,164
K02000001,United Kingdom,overview,2020-03-21,130
K02000001,United Kingdom,overview,2020-03-20,109
K02000001,United Kingdom,overview,2020-03-19,73
K02000001,United Kingdom,overview,2020-03-18,68
K02000001,United Kingdom,overview,2020-03-17,53
K02000001,United Kingdom,overview,2020-03-16,47
K02000001,United Kingdom,overview,2020-03-15,32
K02000001,United Kingdom,overview,2020-03-14,22
K02000001,United Kingdom,overview,2020-03-13,16
K02000001,United Kingdom,overview,2020-03-12,13
K02000001,United Kingdom,overview,2020-03-11,8
K02000001,United Kingdom,overview,2020-03-10,3
K02000001,United Kingdom,overview,2020-03-09,5
K02000001,United Kingdom,overview,2020-03-08,3
K02000001,United Kingdom,overview,2020-03-07,0
K02000001,United Kingdom,overview,2020-03-06,0
K02000001,United Kingdom,overview,2020-03-05,3
K02000001,United Kingdom,overview,2020-03-04,0
K02000001,United Kingdom,overview,2020-03-03,2
K02000001,United Kingdom,overview,2020-03-02,1
